123,6.3,2.7,4.9,1.8,Iris-virginica,cluster0
124,6.7,3.3,5.7,2.1,Iris-virginica,cluster0
125,7.2,3.2,6,1.8,Iris-virginica,cluster0
126,6.2,2.8,4.8,1.8,Iris-virginica,cluster0
127,6.1,3,4.9,1.8,Iris-virginica,cluster0
128,6.4,2.8,5.6,2.1,Iris-virginica,cluster0
129,7.2,3,5.8,1.6,Iris-virginica,cluster0
130,7.4,2.8,6.1,1.9,Iris-virginica,cluster0
131,7.9,3.8,6.4,2,Iris-virginica,cluster0
132,6.4,2.8,5.6,2.2,Iris-virginica,cluster0
133,6.3,2.8,5.1,1.5,Iris-virginica,cluster1
134,6.1,2.6,5.6,1.4,Iris-virginica,cluster1
135,7.7,3,6.1,2.3,Iris-virginica,cluster0
136,6.3,3.4,5.6,2.4,Iris-virginica,cluster0
137,6.4,3.1,5.5,1.8,Iris-virginica,cluster0
138,6,3,4.8,1.8,Iris-virginica,cluster0
139,6.9,3.1,5.4,2.1,Iris-virginica,cluster0
140,6.7,3.1,5.6,2.4,Iris-virginica,cluster0
141,6.9,3.1,5.1,2.3,Iris-virginica,cluster0
142,5.8,2.7,5.1,1.9,Iris-virginica,cluster1
143,6.8,3.2,5.9,2.3,Iris-virginica,cluster0
144,6.7,3.3,5.7,2.5,Iris-virginica,cluster0
145,6.7,3,5.2,2.3,Iris-virginica,cluster0
146,6.3,2.5,5,1.9,Iris-virginica,cluster0
147,6.5,3,5.2,2,Iris-virginica,cluster0
148,6.2,3.4,5.4,2.3,Iris-virginica,cluster0
149,5.9,3,5.1,1.8,Iris-virginica,cluster0
